task_id,task_kind,t_index,t,replicate,sobol_power,seed
265,production,33,0.277653061224,1,15,2026082301
266,production,33,0.277653061224,2,15,2026082302
267,production,33,0.277653061224,3,15,2026082303
268,production,33,0.277653061224,4,15,2026082304
269,production,33,0.277653061224,5,15,2026082305
270,production,33,0.277653061224,6,15,2026082306
271,production,33,0.277653061224,7,15,2026082307
272,production,34,0.280612244898,0,15,2026082300
273,production,34,0.280612244898,1,15,2026082301
274,production,34,0.280612244898,2,15,2026082302
275,production,34,0.280612244898,3,15,2026082303
276,production,34,0.280612244898,4,15,2026082304
277,production,34,0.280612244898,5,15,2026082305
278,production,34,0.280612244898,6,15,2026082306
279,production,34,0.280612244898,7,15,2026082307
280,production,35,0.283571428571,0,15,2026082300
281,production,35,0.283571428571,1,15,2026082301
282,production,35,0.283571428571,2,15,2026082302
283,production,35,0.283571428571,3,15,2026082303
284,production,35,0.283571428571,4,15,2026082304
285,production,35,0.283571428571,5,15,2026082305
286,production,35,0.283571428571,6,15,2026082306
287,production,35,0.283571428571,7,15,2026082307
288,production,36,0.286530612245,0,15,2026082300
289,production,36,0.286530612245,1,15,2026082301
290,production,36,0.286530612245,2,15,2026082302
291,production,36,0.286530612245,3,15,2026082303
292,production,36,0.286530612245,4,15,2026082304
293,production,36,0.286530612245,5,15,2026082305
294,production,36,0.286530612245,6,15,2026082306
295,production,36,0.286530612245,7,15,2026082307
296,production,37,0.289489795918,0,15,2026082300
297,production,37,0.289489795918,1,15,2026082301
298,production,37,0.289489795918,2,15,2026082302
299,production,37,0.289489795918,3,15,2026082303
300,production,37,0.289489795918,4,15,2026082304
301,production,37,0.289489795918,5,15,2026082305
302,production,37,0.289489795918,6,15,2026082306
303,production,37,0.289489795918,7,15,2026082307
304,production,38,0.292448979592,0,15,2026082300
305,production,38,0.292448979592,1,15,2026082301
306,production,38,0.292448979592,2,15,2026082302
307,production,38,0.292448979592,3,15,2026082303
308,production,38,0.292448979592,4,15,2026082304
309,production,38,0.292448979592,5,15,2026082305
310,production,38,0.292448979592,6,15,2026082306
311,production,38,0.292448979592,7,15,2026082307
312,production,39,0.295408163265,0,15,2026082300
313,production,39,0.295408163265,1,15,2026082301
314,production,39,0.295408163265,2,15,2026082302
315,production,39,0.295408163265,3,15,2026082303
316,production,39,0.295408163265,4,15,2026082304
317,production,39,0.295408163265,5,15,2026082305
318,production,39,0.295408163265,6,15,2026082306
319,production,39,0.295408163265,7,15,2026082307
320,production,40,0.298367346939,0,15,2026082300
321,production,40,0.298367346939,1,15,2026082301
322,production,40,0.298367346939,2,15,2026082302
323,production,40,0.298367346939,3,15,2026082303
324,production,40,0.298367346939,4,15,2026082304
325,production,40,0.298367346939,5,15,2026082305
326,production,40,0.298367346939,6,15,2026082306
327,production,40,0.298367346939,7,15,2026082307
328,production,41,0.301326530612,0,15,2026082300
329,production,41,0.301326530612,1,15,2026082301
330,production,41,0.301326530612,2,15,2026082302
331,production,41,0.301326530612,3,15,2026082303
332,production,41,0.301326530612,4,15,2026082304
333,production,41,0.301326530612,5,15,2026082305
334,production,41,0.301326530612,6,15,2026082306
335,production,41,0.301326530612,7,15,2026082307
336,production,42,0.304285714286,0,15,2026082300
337,production,42,0.304285714286,1,15,2026082301
338,production,42,0.304285714286,2,15,2026082302
339,production,42,0.304285714286,3,15,2026082303
340,production,42,0.304285714286,4,15,2026082304
341,production,42,0.304285714286,5,15,2026082305
342,production,42,0.304285714286,6,15,2026082306
343,production,42,0.304285714286,7,15,2026082307
344,production,43,0.307244897959,0,15,2026082300
345,production,43,0.307244897959,1,15,2026082301
346,production,43,0.307244897959,2,15,2026082302
347,production,43,0.307244897959,3,15,2026082303
348,production,43,0.307244897959,4,15,2026082304
349,production,43,0.307244897959,5,15,2026082305
350,production,43,0.307244897959,6,15,2026082306
351,production,43,0.307244897959,7,15,2026082307
352,production,44,0.310204081633,0,15,2026082300
353,production,44,0.310204081633,1,15,2026082301
354,production,44,0.310204081633,2,15,2026082302
355,production,44,0.310204081633,3,15,2026082303
356,production,44,0.310204081633,4,15,2026082304
357,production,44,0.310204081633,5,15,2026082305
358,production,44,0.310204081633,6,15,2026082306
359,production,44,0.310204081633,7,15,2026082307
360,production,45,0.313163265306,0,15,2026082300
361,production,45,0.313163265306,1,15,2026082301
362,production,45,0.313163265306,2,15,2026082302
363,production,45,0.313163265306,3,15,2026082303
364,production,45,0.313163265306,4,15,2026082304
365,production,45,0.313163265306,5,15,2026082305
366,production,45,0.313163265306,6,15,2026082306
367,production,45,0.313163265306,7,15,2026082307
368,production,46,0.31612244898,0,15,2026082300
369,production,46,0.31612244898,1,15,2026082301
370,production,46,0.31612244898,2,15,2026082302
371,production,46,0.31612244898,3,15,2026082303
